"","CountryName","CountryCode","Year","EG.ELC.ACCS.ZS","EG.FEC.RNEW.ZS","EG.USE.COMM.FO.ZS","EG.USE.ELEC.KH.PC"
"427","New Caledonia","NCL",2012,59.32891,NA,NA,NA
"428","New Zealand","NZL",2010,100,31.34197,60.94156,9601.903
"429","New Zealand","NZL",2011,NA,32.19922,59.53662,9456.204
"430","New Zealand","NZL",2012,100,30.78007,61.75189,9373.426
"431","New Zealand","NZL",2013,NA,NA,61.84074,NA
"432","Nicaragua","NIC",2010,73,51.88909,46.91236,514.1413
"433","Nicaragua","NIC",2011,NA,51.49445,48.61373,537.0376
"434","Nicaragua","NIC",2012,77.9,53.1204,43.67872,579.544
"435","Niger","NER",2010,9.3,80.13899,NA,NA
"436","Niger","NER",2011,NA,81.27495,NA,NA
"437","Niger","NER",2012,14.4,NA,NA,NA
"438","Nigeria","NGA",2010,48,86.79206,18.01492,135.6377
"439","Nigeria","NGA",2011,NA,86.16955,18.98566,149.3125
"440","Nigeria","NGA",2012,55.6,86.4723,18.77409,155.8544
"441","Norway","NOR",2010,100,56.33486,61.22082,24890.92
"442","Norway","NOR",2011,NA,56.61919,57.29212,23510.38
"443","Norway","NOR",2012,100,58.01795,57.05055,23657.72
"444","Norway","NOR",2013,NA,NA,62.02618,NA
"445","Oman","OMN",2010,94.1,NA,100,5704.295
"446","Oman","OMN",2011,NA,NA,100,5928.966
"447","Oman","OMN",2012,97.69783,NA,NA,6094.733
"448","Other small states","OSS",2010,52.84963,40.72316,61.35609,NA
"449","Other small states","OSS",2011,NA,40.25743,61.32001,NA
"450","Other small states","OSS",2012,57.47317,NA,60.92372,NA
"451","Pacific island small states","PSS",2010,48.94351,22.41796,NA,NA
"452","Pacific island small states","PSS",2011,NA,22.64368,NA,NA
"453","Pacific island small states","PSS",2012,51.94413,NA,NA,NA
"454","Pakistan","PAK",2010,91.4,45.81274,61.4366,466.5736
"455","Pakistan","PAK",2011,NA,45.12953,60.84379,456.6716
"456","Pakistan","PAK",2012,93.6,45.48766,60.71858,451.6995
"457","Palau","PLW",2010,55.8,2.765314,NA,NA
"458","Palau","PLW",2011,NA,2.679024,NA,NA
"459","Palau","PLW",2012,59.32891,NA,NA,NA
"460","Panama","PAN",2010,87.87328,24.09386,77.20362,1759.699
"461","Panama","PAN",2011,NA,22.20927,79.70988,1857.968
"462","Panama","PAN",2012,90.87544,22.86484,78.30763,1973.684
"463","Papua New Guinea","PNG",2010,14.5,54.06142,NA,NA
"464","Papua New Guinea","PNG",2011,NA,53.40692,NA,NA
"465","Papua New Guinea","PNG",2012,18.10671,NA,NA,NA
"466","Paraguay","PRY",2010,97,64.24937,32.56128,1178.606
"467","Paraguay","PRY",2011,NA,63.11144,33.63684,1282.698
"468","Paraguay","PRY",2012,98.2,62.67751,33.81783,1367.891
"469","Peru","PER",2010,85,30.7313,74.70425,1094.314
"470","Peru","PER",2011,NA,29.54726,75.91993,1241.671
"471","Peru","PER",2012,91.2,28.24988,77.71049,1211.323
"472","Philippines","PHL",2010,83.3,28.81186,60.21025,644.2681
"473","Philippines","PHL",2011,NA,29.41056,59.66229,650.7428
"474","Philippines","PHL",2012,87.5,29.40278,60.73414,672.3891
"475","Poland","POL",2010,100,9.495261,92.28385,3797.092
"476","Poland","POL",2011,NA,10.57978,91.97631,3879.542
"477","Poland","POL",2012,100,11.08414,90.81932,3899.177
"478","Poland","POL",2013,NA,NA,91.30371,NA
"479","Portugal","PRT",2010,100,27.82199,75.12697,4959.094
"480","Portugal","PRT",2011,NA,27.1625,75.70243,4848.279
"481","Portugal","PRT",2012,100,25.56425,75.17351,4736.352
"482","Portugal","PRT",2013,NA,NA,74.11837,NA
"483","Puerto Rico","PRI",2010,87.87328,0.6882609,NA,NA
"484","Puerto Rico","PRI",2011,NA,1.000117,NA,NA
"485","Puerto Rico","PRI",2012,90.87544,NA,NA,NA
"486","Qatar","QAT",2010,94.1,NA,NA,14940.13
"487","Qatar","QAT",2011,NA,NA,100,15800.05
"488","Qatar","QAT",2012,97.69783,NA,NA,16183.08
"489","Romania","ROM",2010,100,24.09571,75.07245,2550.863
"490","Romania","ROM",2011,NA,21.11273,77.64185,2639.033
"491","Romania","ROM",2012,100,21.67883,76.44447,2604.243
"492","Russian Federation","RUS",2010,100,3.342707,90.73365,6409.895
"493","Russian Federation","RUS",2011,NA,3.227757,91.1131,6485.761
"494","Russian Federation","RUS",2012,100,3.245003,91.06704,6617.136
"495","Rwanda","RWA",2010,10.8,90.65596,NA,NA
"496","Rwanda","RWA",2011,NA,86.75162,NA,NA
"497","Rwanda","RWA",2012,18,NA,NA,NA
"498","Samoa","WSM",2010,99.6,26.45782,NA,NA
"499","Samoa","WSM",2011,NA,23.15207,NA,NA
"500","Samoa","WSM",2012,100,NA,NA,NA
"501","San Marino","SMR",2010,100,NA,NA,NA
"502","San Marino","SMR",2012,100,NA,NA,NA
"503","Sao Tome and Principe","STP",2010,56.9,43.75955,NA,NA
"504","Sao Tome and Principe","STP",2011,NA,43.21514,NA,NA
"505","Sao Tome and Principe","STP",2012,60.46256,NA,NA,NA
"506","Saudi Arabia","SAU",2010,94.1,0.008263937,99.99677,7784.762
"507","Saudi Arabia","SAU",2011,NA,0.009115813,99.99623,7870.139
"508","Saudi Arabia","SAU",2012,97.69783,0.008575383,99.9966,8404.516
"509","Senegal","SEN",2010,56.5,51.17017,44.9127,198.5059
"510","Senegal","SEN",2011,NA,49.5687,46.33197,198.847
"511","Senegal","SEN",2012,56.5,51.36473,44.60669,209.5775
"512","Serbia","SRB",2010,100,20.70967,86.88537,4358.812
"513","Serbia","SRB",2011,NA,17.67215,89.08806,4489.571
"514","Serbia","SRB",2012,100,19.60943,87.13819,4386.535
"515","Seychelles","SYC",2010,100,0.4043736,NA,NA
"516","Seychelles","SYC",2011,NA,0.5079423,NA,NA
"517","Seychelles","SYC",2012,100,NA,NA,NA
"518","Sierra Leone","SLE",2010,12.1,84.17509,NA,NA
"519","Sierra Leone","SLE",2011,NA,80.34598,NA,NA
"520","Sierra Leone","SLE",2012,14.2,NA,NA,NA
"521","Singapore","SGP",2010,100,0.4763218,97.68717,8686.351
"522","Singapore","SGP",2011,NA,0.4902603,97.66643,8657.137
"523","Singapore","SGP",2012,100,0.5176081,97.59185,8689.669
"524","Slovak Republic","SVK",2010,100,10.27965,70.23777,5201.405
"525","Slovak Republic","SVK",2011,NA,10.35755,68.51136,5347.526
"526","Slovak Republic","SVK",2012,100,10.48084,66.81359,5137.789
"527","Slovak Republic","SVK",2013,NA,NA,66.86808,NA
"528","Slovenia","SVN",2010,100,18.05106,67.54325,6521.093
"529","Slovenia","SVN",2011,NA,17.71991,65.30449,6806.171
"530","Slovenia","SVN",2012,100,19.32173,65.2156,6777.794
"531","Slovenia","SVN",2013,NA,NA,62.69892,NA
"532","Small states","SST",2010,62.09861,28.15129,88.13334,NA
"533","Small states","SST",2011,NA,28.44089,87.94582,NA
"534","Small states","SST",2012,65.5704,NA,87.52957,NA
"535","Solomon Islands","SLB",2010,19.2,67.41278,NA,NA
"536","Solomon Islands","SLB",2011,NA,67.185,NA,NA
"537","Solomon Islands","SLB",2012,22.80671,NA,NA,NA
"538","Somalia","SOM",2010,29.1,93.57101,NA,NA
"539","Somalia","SOM",2011,NA,94.19527,NA,NA
"540","Somalia","SOM",2012,32.70795,NA,NA,NA
"541","South Africa","ZAF",2010,82.7,16.8822,87.51444,4580.621
"542","South Africa","ZAF",2011,NA,17.10915,87.0859,4606.207
"543","South Africa","ZAF",2012,85.4,16.93381,86.96635,4404.5
"544","South Asia","SAS",2010,74.43877,42.43299,70.51882,575.8911
"545","South Asia","SAS",2011,NA,41.52556,70.59536,618.5122
"546","South Asia","SAS",2012,77.95846,40.85899,71.4665,655.1737
"547","South Sudan","SSD",2010,1.5,NA,NA,NA
"548","South Sudan","SSD",2012,5.062558,NA,NA,NA
"549","Spain","ESP",2010,100,14.40339,76.07919,5706.563
"550","Spain","ESP",2011,NA,14.74977,76.58021,5599.377
"551","Spain","ESP",2012,100,15.74528,75.02599,5573.401
"552","Spain","ESP",2013,NA,NA,73.25192,NA
"553","Sri Lanka","LKA",2010,85.1,62.04059,42.85799,450.9756
"554","Sri Lanka","LKA",2011,NA,59.46253,48.20555,490.8237
"555","Sri Lanka","LKA",2012,88.66256,60.85868,47.37521,526.8103
"556","St. Kitts and Nevis","KNA",2010,87.87328,NA,NA,NA
"557","St. Kitts and Nevis","KNA",2012,90.87544,NA,NA,NA
"558","St. Lucia","LCA",2010,87.87328,2.354886,NA,NA
"559","St. Lucia","LCA",2011,NA,2.306924,NA,NA
"560","St. Lucia","LCA",2012,90.87544,NA,NA,NA
"561","St. Martin (French part)","MAF",2010,87.87328,NA,NA,NA
"562","St. Martin (French part)","MAF",2012,90.87544,NA,NA,NA
"563","St. Vincent and the Grenadines","VCT",2010,75.07795,5.235865,NA,NA
"564","St. Vincent and the Grenadines","VCT",2011,NA,5.134517,NA,NA
"565","St. Vincent and the Grenadines","VCT",2012,75.90575,NA,NA,NA
"566","Sudan","SDN",2010,29,61.43932,30.9993,131.0553
"567","Sudan","SDN",2011,NA,63.99274,29.60298,141.6453
"568","Sudan","SDN",2012,32.56256,63.96786,28.24925,156.9423
"569","Suriname","SUR",2010,100,16.76414,NA,NA
"570","Suriname","SUR",2011,NA,19.40735,NA,NA
"571","Suriname","SUR",2012,100,NA,NA,NA
"572","Swaziland","SWZ",2010,35.2,39.40409,NA,NA
"573","Swaziland","SWZ",2011,NA,39.4686,NA,NA
"574","Swaziland","SWZ",2012,42,NA,NA,NA
"575","Sweden","SWE",2010,100,45.97781,34.42325,14934.33
"576","Sweden","SWE",2011,NA,46.54414,34.21419,14030.16
"577","Sweden","SWE",2012,100,49.91317,30.99916,14289.6
"578","Sweden","SWE",2013,NA,NA,31.13703,NA
"579","Switzerland","CHE",2010,100,21.20091,51.5656,8174.536
"580","Switzerland","CHE",2011,NA,21.31071,50.41468,7928.317
"581","Switzerland","CHE",2012,100,22.68295,50.93289,7886.094
"582","Switzerland","CHE",2013,NA,NA,52.1257,NA
"583","Syrian Arab Republic","SYR",2010,92.7,1.39729,99.08059,1880.109
"584","Syrian Arab Republic","SYR",2011,NA,1.87324,98.67909,1674.061
"585","Syrian Arab Republic","SYR",2012,96.26256,2.374994,98.10154,1221.721
"586","Tajikistan","TJK",2010,100,62.09949,34.60581,1879.659
"587","Tajikistan","TJK",2011,NA,60.25281,36.25453,1798.057
"588","Tajikistan","TJK",2012,100,57.97308,38.3841,1748.597
"589","Tanzania","TZA",2010,14.8,90.07914,10.84046,91.96354
"590","Tanzania","TZA",2011,NA,89.58421,12.17916,87.85519
"591","Tanzania","TZA",2012,15.3,88.17352,13.87717,98.83708
"592","Thailand","THA",2010,99.7,22.79754,79.9258,2325.151
"593","Thailand","THA",2011,NA,22.27236,80.43589,2304.681
"594","Thailand","THA",2012,100,23.02306,80.30322,2464.679
"595","Timor-Leste","TMP",2010,38,NA,NA,NA
"596","Timor-Leste","TMP",2012,41.56256,NA,NA,NA
"597","Togo","TGO",2010,27.9,65.84271,22.03571,124.7095
"598","Togo","TGO",2011,NA,69.12701,19.90909,135.3908
"599","Togo","TGO",2012,31.46256,72.71049,17.2181,144.9838
"600","Tonga","TON",2010,92.3,1.00787,NA,NA
"601","Tonga","TON",2011,NA,1.12682,NA,NA
"602","Tonga","TON",2012,95.86256,NA,NA,NA
"603","Trinidad and Tobago","TTO",2010,99,0.3361685,99.92964,6189.316
"604","Trinidad and Tobago","TTO",2011,NA,0.3604339,99.92919,6389.769
"605","Trinidad and Tobago","TTO",2012,99.8278,0.3241661,99.92797,6628.756
"606","Tunisia","TUN",2010,99.5,14.26506,86.57641,1406.927
"607","Tunisia","TUN",2011,NA,13.35062,87.90382,1335.513
"608","Tunisia","TUN",2012,100,13.04791,88.14852,1411.088
"609","Turkey","TUR",2010,100,14.35194,88.98584,2492.2
"610","Turkey","TUR",2011,NA,12.79332,89.8978,2704.053
"611","Turkey","TUR",2012,100,12.83503,89.36286,2789.664
"612","Turkey","TUR",2013,NA,NA,87.93861,NA
"613","Turkmenistan","TKM",2010,100,NA,NA,2403.414
"614","Turkmenistan","TKM",2011,NA,NA,NA,2443.862
"615","Turkmenistan","TKM",2012,100,NA,NA,2476.154
"616","Turks and Caicos Islands","TCA",2010,87.87328,0.5179989,NA,NA
"617","Turks and Caicos Islands","TCA",2011,NA,0.5321654,NA,NA
"618","Turks and Caicos Islands","TCA",2012,90.87544,NA,NA,NA
"619","Tuvalu","TUV",2010,41,NA,NA,NA
"620","Tuvalu","TUV",2012,44.56256,NA,NA,NA
"621","Uganda","UGA",2010,14.6,91.09553,NA,NA
"622","Uganda","UGA",2011,NA,90.33368,NA,NA
"623","Uganda","UGA",2012,18.16256,NA,NA,NA
"624","Ukraine","UKR",2010,99.8,2.880565,80.44958,3549.848
"625","Ukraine","UKR",2011,NA,2.73301,79.55725,3662.443
"626","Ukraine","UKR",2012,100,2.833571,79.28278,3640.557
"627","United Arab Emirates","ARE",2010,94.1,0.1398008,99.90352,10890.87
"628","United Arab Emirates","ARE",2011,NA,0.1419174,99.89937,10536.8
"629","United Arab Emirates","ARE",2012,97.69783,0.133041,99.90525,10462.61
"630","United Kingdom","GBR",2010,100,3.231318,88.27335,5700.808
"631","United Kingdom","GBR",2011,NA,4.107319,85.61935,5472.604
"632","United Kingdom","GBR",2012,100,4.350696,85.15753,5452.031
"633","United Kingdom","GBR",2013,NA,NA,84.21871,NA
"634","United States","USA",2010,100,7.478928,84.1445,13394.01
"635","United States","USA",2011,NA,8.185443,83.68644,13240.36
"636","United States","USA",2012,100,7.918396,83.70898,12954.15
"637","United States","USA",2013,NA,NA,83.57217,NA
"638","Uruguay","URY",2010,99,52.54295,50.11047,2803.153
"639","Uruguay","URY",2011,NA,48.59397,56.15451,2808.357
"640","Uruguay","URY",2012,99.5,46.37426,58.71622,2931.918
"641","Uzbekistan","UZB",2010,100,2.636335,97.84427,1647.831
"642","Uzbekistan","UZB",2011,NA,2.240147,98.14338,1625.971
"643","Uzbekistan","UZB",2012,100,2.373916,98.01141,1605.333
"644","Vanuatu","VUT",2010,23.5,39.14079,NA,NA
"645","Vanuatu","VUT",2011,NA,34.1809,NA,NA
"646","Vanuatu","VUT",2012,27.07681,NA,NA,NA
"647","Venezuela, RB","VEN",2010,100,10.32401,90.2021,3293.242
"648","Venezuela, RB","VEN",2011,NA,12.35626,88.69583,3336.15
"649","Venezuela, RB","VEN",2012,100,11.19754,89.7246,3412.681
"650","Vietnam","VNM",2010,96,34.7959,70.32818,1034.607
"651","Vietnam","VNM",2011,NA,35.52947,69.51684,1099.01
"652","Vietnam","VNM",2012,99,35.57924,69.4619,1272.539
"653","Virgin Islands (U.S.)","VIR",2010,87.87328,NA,NA,NA
"654","Virgin Islands (U.S.)","VIR",2012,90.87544,NA,NA,NA
"655","Yemen, Rep.","YEM",2010,44.8,0.8364043,98.797,250.1275
"656","Yemen, Rep.","YEM",2011,NA,0.9886307,98.51511,186.0537
"657","Yemen, Rep.","YEM",2012,48.40671,1.000756,98.47997,170.0774
"658","Zambia","ZMB",2010,18.5,91.80098,7.542276,578.914
"659","Zambia","ZMB",2011,NA,90.45502,8.602804,570.2921
"660","Zambia","ZMB",2012,22.06256,88.15213,10.41109,571.2612
"661","Zimbabwe","ZWE",2010,36.9,77.79536,26.69081,551.1705
"662","Zimbabwe","ZWE",2011,NA,75.774,28.37219,589.032
"663","Zimbabwe","ZWE",2012,40.46256,75.60253,28.94682,561.8077
