"","CountryName","CountryCode","IndicatorCode","Year","Value"
"6391","Gambia","GMB","SN.ITK.DFCT",2011,55
"6392","Gambia","GMB","AG.LND.FRST.ZS",2011,47.58893
"6393","Gambia","GMB","NY.GDP.PCAP.CD",2011,516.9843
"6394","Gambia","GMB","NY.GDP.PCAP.KD.ZG",2011,-7.397034
"6395","Gambia","GMB","NY.GDP.MKTP.PP.CD",2011,2680483726
"6396","Gambia","GMB","FP.CPI.TOTL.ZG",2011,4.796485
"6397","Gambia","GMB","IT.NET.USER.P2",2011,10.8703
"6398","Gambia","GMB","SP.DYN.LE00.IN",2011,59.56059
"6399","Gambia","GMB","IT.CEL.SETS.P2",2011,80.76026
"6400","Gambia","GMB","SP.DYN.IMRT.IN",2011,50.9
"6401","Gambia","GMB","SH.DTH.MORT",2011,5623
"6402","Gambia","GMB","EN.POP.DNST",2011,172.8359
"6403","Gambia","GMB","SP.POP.TOTL",2011,1749099
"6404","Gambia","GMB","SG.GEN.PARL.ZS",2011,7.5
"6405","Gambia","GMB","EG.FEC.RNEW.ZS",2011,48.83429
"6406","Georgia","GEO","EN.ATM.CO2E.PC",2011,1.769151
"6407","Georgia","GEO","GC.XPN.COMP.ZS",2011,17.08313
"6408","Georgia","GEO","SN.ITK.DFCT",2011,68
"6409","Georgia","GEO","EG.USE.ELEC.KH.PC",2011,1917.985
"6410","Georgia","GEO","AG.LND.FRST.ZS",2011,40.61592
"6411","Georgia","GEO","EG.USE.COMM.FO.ZS",2011,72.76507
"6412","Georgia","GEO","NY.GDP.PCAP.CD",2011,3219.606
"6413","Georgia","GEO","NY.GDP.PCAP.KD.ZG",2011,6.469527
"6414","Georgia","GEO","NY.GDP.MKTP.PP.CD",2011,28345977228
"6415","Georgia","GEO","SI.POV.GINI",2011,41.58
"6416","Georgia","GEO","FP.CPI.TOTL.ZG",2011,8.543256
"6417","Georgia","GEO","ST.INT.DPRT",2011,2237000
"6418","Georgia","GEO","IT.NET.USER.P2",2011,31.52
"6419","Georgia","GEO","SP.DYN.LE00.IN",2011,73.80978
"6420","Georgia","GEO","MS.MIL.XPND.GD.ZS",2011,3.249262
"6421","Georgia","GEO","IT.CEL.SETS.P2",2011,101.2829
"6422","Georgia","GEO","SP.DYN.IMRT.IN",2011,13.8
"6423","Georgia","GEO","SH.DTH.MORT",2011,955
"6424","Georgia","GEO","EN.POP.DNST",2011,78.43784
"6425","Georgia","GEO","SP.POP.TOTL",2011,4483350
"6426","Georgia","GEO","SG.GEN.PARL.ZS",2011,6.6
"6427","Georgia","GEO","EG.FEC.RNEW.ZS",2011,31.53766
"6428","Georgia","GEO","SL.EMP.WORK.ZS",2011,38
"6429","Germany","DEU","EN.ATM.CO2E.PC",2011,8.917833
"6430","Germany","DEU","GC.XPN.COMP.ZS",2011,5.59673
"6431","Germany","DEU","EG.USE.ELEC.KH.PC",2011,7145.729
"6432","Germany","DEU","AG.LND.FRST.ZS",2011,32.73755
"6433","Germany","DEU","EG.USE.COMM.FO.ZS",2011,80.2619
"6434","Germany","DEU","NY.GDP.PCAP.CD",2011,45936.08
"6435","Germany","DEU","NY.GDP.PCAP.KD.ZG",2011,3.633713
"6436","Germany","DEU","NY.GDP.MKTP.PP.CD",2011,3.447162e+12
"6437","Germany","DEU","SI.POV.GINI",2011,30.13
"6438","Germany","DEU","FP.CPI.TOTL.ZG",2011,2.075173
"6439","Germany","DEU","VC.IHR.PSRC.P5",2011,0.7951175
"6440","Germany","DEU","IT.NET.USER.P2",2011,81.27
"6441","Germany","DEU","SP.DYN.LE00.IN",2011,80.74146
"6442","Germany","DEU","MS.MIL.XPND.GD.ZS",2011,1.281112
"6443","Germany","DEU","IT.CEL.SETS.P2",2011,109.6596
"6444","Germany","DEU","SP.DYN.IMRT.IN",2011,3.4
"6445","Germany","DEU","SH.DTH.MORT",2011,2734
"6446","Germany","DEU","EN.POP.DNST",2011,234.6731
"6447","Germany","DEU","SP.POP.TOTL",2011,81797673
"6448","Germany","DEU","SG.GEN.PARL.ZS",2011,32.9
"6449","Germany","DEU","EG.FEC.RNEW.ZS",2011,11.57818
"6450","Germany","DEU","SL.UEM.NEET.ZS",2011,7.49
"6451","Germany","DEU","SL.EMP.WORK.ZS",2011,88.3
"6452","Ghana","GHA","EN.ATM.CO2E.PC",2011,0.4043798
"6453","Ghana","GHA","GC.XPN.COMP.ZS",2011,38.395
"6454","Ghana","GHA","SN.ITK.DFCT",2011,39
"6455","Ghana","GHA","EG.USE.ELEC.KH.PC",2011,320.9579
"6456","Ghana","GHA","AG.LND.FRST.ZS",2011,40.53529
"6457","Ghana","GHA","EG.USE.COMM.FO.ZS",2011,40.79426
"6458","Ghana","GHA","NY.GDP.PCAP.CD",2011,1587.191
"6459","Ghana","GHA","NY.GDP.PCAP.KD.ZG",2011,11.25178
"6460","Ghana","GHA","NY.GDP.MKTP.PP.CD",2011,85526138706
"6461","Ghana","GHA","FP.CPI.TOTL.ZG",2011,8.726837
"6462","Ghana","GHA","VC.IHR.PSRC.P5",2011,1.709705
"6463","Ghana","GHA","IT.NET.USER.P2",2011,9
"6464","Ghana","GHA","SP.DYN.LE00.IN",2011,60.808
"6465","Ghana","GHA","MS.MIL.XPND.GD.ZS",2011,0.5922598
"6466","Ghana","GHA","IT.CEL.SETS.P2",2011,85.27494
"6467","Ghana","GHA","SP.DYN.IMRT.IN",2011,48.6
"6468","Ghana","GHA","SH.DTH.MORT",2011,57265
"6469","Ghana","GHA","EN.POP.DNST",2011,109.5566
"6470","Ghana","GHA","SP.POP.TOTL",2011,24928503
"6471","Ghana","GHA","SG.GEN.PARL.ZS",2011,8.3
"6472","Ghana","GHA","EG.FEC.RNEW.ZS",2011,53.49913
"6473","Ghana","GHA","SP.UWT.TFRT",2011,26.4
"6474","Greece","GRC","EN.ATM.CO2E.PC",2011,7.556058
"6475","Greece","GRC","GC.XPN.COMP.ZS",2011,20.97873
"6476","Greece","GRC","EG.USE.ELEC.KH.PC",2011,5380.46
"6477","Greece","GRC","AG.LND.FRST.ZS",2011,30.51358
"6478","Greece","GRC","EG.USE.COMM.FO.ZS",2011,90.8282
"6479","Greece","GRC","NY.GDP.PCAP.CD",2011,25872.01
"6480","Greece","GRC","NY.GDP.PCAP.KD.ZG",2011,-8.88545
"6481","Greece","GRC","NY.GDP.MKTP.PP.CD",2011,295684149541
"6482","Greece","GRC","SI.POV.GINI",2011,35.69
"6483","Greece","GRC","FP.CPI.TOTL.ZG",2011,3.32987
"6484","Greece","GRC","VC.IHR.PSRC.P5",2011,1.6553
"6485","Greece","GRC","ST.INT.DPRT",2011,4942000
"6486","Greece","GRC","IT.NET.USER.P2",2011,51.65
"6487","Greece","GRC","SP.DYN.LE00.IN",2011,80.73171
"6488","Greece","GRC","MS.MIL.XPND.GD.ZS",2011,2.476949
"6489","Greece","GRC","IT.CEL.SETS.P2",2011,109.0788
"6490","Greece","GRC","SP.DYN.IMRT.IN",2011,4
"6491","Greece","GRC","SH.DTH.MORT",2011,537
"6492","Greece","GRC","EN.POP.DNST",2011,86.29335
"6493","Greece","GRC","SP.POP.TOTL",2011,11123213
"6494","Greece","GRC","SG.GEN.PARL.ZS",2011,18.7
"6495","Greece","GRC","EG.FEC.RNEW.ZS",2011,11.12405
"6496","Greece","GRC","SL.UEM.NEET.ZS",2011,17.38
"6497","Greece","GRC","SL.EMP.WORK.ZS",2011,63.8
"6498","Greenland","GRL","EN.ATM.CO2E.PC",2011,12.44034
"6499","Greenland","GRL","AG.LND.FRST.ZS",2011,0.0005359971
"6500","Greenland","GRL","VC.IHR.PSRC.P5",2011,1.759443
"6501","Greenland","GRL","IT.NET.USER.P2",2011,64
"6502","Greenland","GRL","SP.DYN.LE00.IN",2011,71.00171
"6503","Greenland","GRL","IT.CEL.SETS.P2",2011,103.7368
"6504","Greenland","GRL","EN.POP.DNST",2011,0.138604
"6505","Greenland","GRL","SP.POP.TOTL",2011,56890
"6506","Grenada","GRD","EN.ATM.CO2E.PC",2011,2.408137
"6507","Grenada","GRD","GC.XPN.COMP.ZS",2011,52.6616
"6508","Grenada","GRD","AG.LND.FRST.ZS",2011,49.97059
"6509","Grenada","GRD","NY.GDP.PCAP.CD",2011,7410.761
"6510","Grenada","GRD","NY.GDP.PCAP.KD.ZG",2011,0.3879275
"6511","Grenada","GRD","NY.GDP.MKTP.PP.CD",2011,1179028546
"6512","Grenada","GRD","FP.CPI.TOTL.ZG",2011,3.033473
"6513","Grenada","GRD","VC.IHR.PSRC.P5",2011,3.814608
"6514","Grenada","GRD","IT.NET.USER.P2",2011,30
"6515","Grenada","GRD","SP.DYN.LE00.IN",2011,72.79341
"6516","Grenada","GRD","IT.CEL.SETS.P2",2011,115.0189
"6517","Grenada","GRD","SP.DYN.IMRT.IN",2011,11.8
"6518","Grenada","GRD","SH.DTH.MORT",2011,28
"6519","Grenada","GRD","EN.POP.DNST",2011,309.0294
"6520","Grenada","GRD","SP.POP.TOTL",2011,105070
"6521","Grenada","GRD","SG.GEN.PARL.ZS",2011,13.3
"6522","Grenada","GRD","EG.FEC.RNEW.ZS",2011,10.03014
"6523","Guam","GUM","AG.LND.FRST.ZS",2011,46.2963
"6524","Guam","GUM","VC.IHR.PSRC.P5",2011,2.504503
"6525","Guam","GUM","IT.NET.USER.P2",2011,57.7
"6526","Guam","GUM","SP.DYN.LE00.IN",2011,78.35959
"6527","Guam","GUM","EN.POP.DNST",2011,297.8852
"6528","Guam","GUM","SP.POP.TOTL",2011,160858
"6529","Guatemala","GTM","EN.ATM.CO2E.PC",2011,0.7480551
"6530","Guatemala","GTM","GC.XPN.COMP.ZS",2011,30.31444
"6531","Guatemala","GTM","SN.ITK.DFCT",2011,93
"6532","Guatemala","GTM","EG.USE.ELEC.KH.PC",2011,530.9889
"6533","Guatemala","GTM","AG.LND.FRST.ZS",2011,34.39343
"6534","Guatemala","GTM","EG.USE.COMM.FO.ZS",2011,30.92107
"6535","Guatemala","GTM","NY.GDP.PCAP.CD",2011,3166.583
"6536","Guatemala","GTM","NY.GDP.PCAP.KD.ZG",2011,1.967835
"6537","Guatemala","GTM","NY.GDP.MKTP.PP.CD",2011,102317694817
"6538","Guatemala","GTM","SI.POV.GINI",2011,52.35
"6539","Guatemala","GTM","FP.CPI.TOTL.ZG",2011,6.215342
"6540","Guatemala","GTM","VC.IHR.PSRC.P5",2011,38.92111
"6541","Guatemala","GTM","ST.INT.DPRT",2011,1080000
"6542","Guatemala","GTM","IT.NET.USER.P2",2011,12.3
"6543","Guatemala","GTM","SP.DYN.LE00.IN",2011,71.01041
"6544","Guatemala","GTM","MS.MIL.XPND.GD.ZS",2011,0.4142997
"6545","Guatemala","GTM","IT.CEL.SETS.P2",2011,132.4516
"6546","Guatemala","GTM","SP.DYN.IMRT.IN",2011,27.5
"6547","Guatemala","GTM","SH.DTH.MORT",2011,13849
"6548","Guatemala","GTM","EN.POP.DNST",2011,140.4375
"6549","Guatemala","GTM","SP.POP.TOTL",2011,15049280
"6550","Guatemala","GTM","SG.GEN.PARL.ZS",2011,13.3
"6551","Guatemala","GTM","EG.FEC.RNEW.ZS",2011,66.41741
"6552","Guatemala","GTM","SL.UEM.NEET.ZS",2011,25.73
"6553","Guatemala","GTM","SL.EMP.WORK.ZS",2011,57
"6554","Guinea","GIN","EN.ATM.CO2E.PC",2011,0.2294234
"6555","Guinea","GIN","SN.ITK.DFCT",2011,129
"6556","Guinea","GIN","AG.LND.FRST.ZS",2011,26.48543
"6557","Guinea","GIN","NY.GDP.PCAP.CD",2011,447.791
"6558","Guinea","GIN","NY.GDP.PCAP.KD.ZG",2011,1.117884
"6559","Guinea","GIN","NY.GDP.MKTP.PP.CD",2011,13396928290
"6560","Guinea","GIN","FP.CPI.TOTL.ZG",2011,21.35047
"6561","Guinea","GIN","IT.NET.USER.P2",2011,1.3
"6562","Guinea","GIN","SP.DYN.LE00.IN",2011,57.00054
"6563","Guinea","GIN","IT.CEL.SETS.P2",2011,43.5477
"6564","Guinea","GIN","SP.DYN.IMRT.IN",2011,68.9
"6565","Guinea","GIN","SH.DTH.MORT",2011,44670
"6566","Guinea","GIN","EN.POP.DNST",2011,46.05385
"6567","Guinea","GIN","SP.POP.TOTL",2011,11316351
"6568","Guinea","GIN","EG.FEC.RNEW.ZS",2011,76.32152
"6569","Guinea","GIN","SL.EMP.WORK.ZS",2011,4.1
"6570","Guinea-Bissau","GNB","EN.ATM.CO2E.PC",2011,0.1468107
"6571","Guinea-Bissau","GNB","SN.ITK.DFCT",2011,160
"6572","Guinea-Bissau","GNB","AG.LND.FRST.ZS",2011,71.5505
"6573","Guinea-Bissau","GNB","NY.GDP.PCAP.CD",2011,659.4838
"6574","Guinea-Bissau","GNB","NY.GDP.PCAP.KD.ZG",2011,6.467424
"6575","Guinea-Bissau","GNB","NY.GDP.MKTP.PP.CD",2011,2366252938
"6576","Guinea-Bissau","GNB","FP.CPI.TOTL.ZG",2011,5.046102
"6577","Guinea-Bissau","GNB","IT.NET.USER.P2",2011,2.672
"6578","Guinea-Bissau","GNB","SP.DYN.LE00.IN",2011,54.15941
"6579","Guinea-Bissau","GNB","MS.MIL.XPND.GD.ZS",2011,1.587439
"6580","Guinea-Bissau","GNB","IT.CEL.SETS.P2",2011,45.1066
"6581","Guinea-Bissau","GNB","SP.DYN.IMRT.IN",2011,70.3
"6582","Guinea-Bissau","GNB","SH.DTH.MORT",2011,6557
"6583","Guinea-Bissau","GNB","EN.POP.DNST",2011,59.51312
"6584","Guinea-Bissau","GNB","SP.POP.TOTL",2011,1673509
"6585","Guinea-Bissau","GNB","SG.GEN.PARL.ZS",2011,10
"6586","Guinea-Bissau","GNB","EG.FEC.RNEW.ZS",2011,88.63361
"6587","Guyana","GUY","EN.ATM.CO2E.PC",2011,2.357722
"6588","Guyana","GUY","SN.ITK.DFCT",2011,79
"6589","Guyana","GUY","AG.LND.FRST.ZS",2011,84.15545
"6590","Guyana","GUY","NY.GDP.PCAP.CD",2011,3408.725
"6591","Guyana","GUY","NY.GDP.PCAP.KD.ZG",2011,5.085475
"6592","Guyana","GUY","NY.GDP.MKTP.PP.CD",2011,4593632875
"6593","Guyana","GUY","FP.CPI.TOTL.ZG",2011,4.977736
"6594","Guyana","GUY","VC.IHR.PSRC.P5",2011,16.49677
"6595","Guyana","GUY","IT.NET.USER.P2",2011,31
"6596","Guyana","GUY","SP.DYN.LE00.IN",2011,66.12915
"6597","Guyana","GUY","MS.MIL.XPND.GD.ZS",2011,1.258125
"6598","Guyana","GUY","IT.CEL.SETS.P2",2011,66.85662
"6599","Guyana","GUY","SP.DYN.IMRT.IN",2011,33.5
"6600","Guyana","GUY","SH.DTH.MORT",2011,492
"6601","Guyana","GUY","EN.POP.DNST",2011,3.839893
"6602","Guyana","GUY","SP.POP.TOTL",2011,755883
"6603","Guyana","GUY","SG.GEN.PARL.ZS",2011,31.3
"6604","Guyana","GUY","EG.FEC.RNEW.ZS",2011,36.10846
"6605","Haiti","HTI","EN.ATM.CO2E.PC",2011,0.217962
"6606","Haiti","HTI","SN.ITK.DFCT",2011,502
"6607","Haiti","HTI","EG.USE.ELEC.KH.PC",2011,31.14869
"6608","Haiti","HTI","AG.LND.FRST.ZS",2011,3.635704
"6609","Haiti","HTI","EG.USE.COMM.FO.ZS",2011,17.96056
"6610","Haiti","HTI","NY.GDP.PCAP.CD",2011,740.9478
"6611","Haiti","HTI","NY.GDP.PCAP.KD.ZG",2011,4.012657
"6612","Haiti","HTI","NY.GDP.MKTP.PP.CD",2011,15849403538
"6613","Haiti","HTI","FP.CPI.TOTL.ZG",2011,8.411071
"6614","Haiti","HTI","VC.IHR.PSRC.P5",2011,9.10793
"6615","Haiti","HTI","IT.NET.USER.P2",2011,9
"6616","Haiti","HTI","SP.DYN.LE00.IN",2011,61.6452
"6617","Haiti","HTI","IT.CEL.SETS.P2",2011,41.86242
"6618","Haiti","HTI","SP.DYN.IMRT.IN",2011,57.5
"6619","Haiti","HTI","SH.DTH.MORT",2011,20630
"6620","Haiti","HTI","EN.POP.DNST",2011,368.102
"6621","Haiti","HTI","SP.POP.TOTL",2011,10144890
"6622","Haiti","HTI","SG.GEN.PARL.ZS",2011,4.2
"6623","Haiti","HTI","EG.FEC.RNEW.ZS",2011,79.00565
"6624","Honduras","HND","SE.ADT.LITR.ZS",2011,85.12331
"6625","Honduras","HND","SL.FAM.0714.ZS",2011,72.34
"6626","Honduras","HND","EN.ATM.CO2E.PC",2011,1.103745
"6627","Honduras","HND","GC.XPN.COMP.ZS",2011,50.42856
"6628","Honduras","HND","SN.ITK.DFCT",2011,104
"6629","Honduras","HND","EG.USE.ELEC.KH.PC",2011,693.8345
"6630","Honduras","HND","AG.LND.FRST.ZS",2011,45.33024
"6631","Honduras","HND","EG.USE.COMM.FO.ZS",2011,51.29615
"6632","Honduras","HND","NY.GDP.PCAP.CD",2011,2323.757
"6633","Honduras","HND","NY.GDP.PCAP.KD.ZG",2011,2.234315
"6634","Honduras","HND","NY.GDP.MKTP.PP.CD",2011,33791210423
"6635","Honduras","HND","SI.POV.GINI",2011,57.4
"6636","Honduras","HND","FP.CPI.TOTL.ZG",2011,6.76228
"6637","Honduras","HND","VC.IHR.PSRC.P5",2011,91.7865
"6638","Honduras","HND","ST.INT.DPRT",2011,449000
"6639","Honduras","HND","IT.NET.USER.P2",2011,15.9
"6640","Honduras","HND","SP.DYN.LE00.IN",2011,72.57273
"6641","Honduras","HND","MS.MIL.XPND.GD.ZS",2011,1.131309
"6642","Honduras","HND","IT.CEL.SETS.P2",2011,103.672
"6643","Honduras","HND","SP.DYN.IMRT.IN",2011,19.9
"6644","Honduras","HND","SH.DTH.MORT",2011,4070
"6645","Honduras","HND","EN.POP.DNST",2011,68.11524
"6646","Honduras","HND","SP.POP.TOTL",2011,7621414
"6647","Honduras","HND","SG.GEN.PARL.ZS",2011,19.5
"6648","Honduras","HND","EG.FEC.RNEW.ZS",2011,53.9132
"6649","Honduras","HND","SE.ADT.1524.LT.ZS",2011,95.925
"6650","Hong Kong SAR, China","HKG","EN.ATM.CO2E.PC",2011,5.695269
"6651","Hong Kong SAR, China","HKG","EG.USE.ELEC.KH.PC",2011,5960.179
"6652","Hong Kong SAR, China","HKG","EG.USE.COMM.FO.ZS",2011,94.46198
"6653","Hong Kong SAR, China","HKG","NY.GDP.PCAP.CD",2011,35142.49
"6654","Hong Kong SAR, China","HKG","NY.GDP.PCAP.KD.ZG",2011,4.112117
"6655","Hong Kong SAR, China","HKG","NY.GDP.MKTP.PP.CD",2011,354187869990
"6656","Hong Kong SAR, China","HKG","FP.CPI.TOTL.ZG",2011,5.263158
"6657","Hong Kong SAR, China","HKG","VC.IHR.PSRC.P5",2011,0.2420116
"6658","Hong Kong SAR, China","HKG","ST.INT.DPRT",2011,84816000
"6659","Hong Kong SAR, China","HKG","IT.NET.USER.P2",2011,72.2
"6660","Hong Kong SAR, China","HKG","SP.DYN.LE00.IN",2011,83.42195
"6661","Hong Kong SAR, China","HKG","IT.CEL.SETS.P2",2011,215.5038
"6662","Hong Kong SAR, China","HKG","EN.POP.DNST",2011,6734.857
"6663","Hong Kong SAR, China","HKG","SP.POP.TOTL",2011,7071600
"6664","Hong Kong SAR, China","HKG","EG.FEC.RNEW.ZS",2011,1.065134
"6665","Hong Kong SAR, China","HKG","SL.UEM.NEET.ZS",2011,6.16
"6666","Hong Kong SAR, China","HKG","SL.EMP.WORK.ZS",2011,89.9
"6667","Hungary","HUN","EN.ATM.CO2E.PC",2011,4.86299
"6668","Hungary","HUN","GC.XPN.COMP.ZS",2011,11.59884
"6669","Hungary","HUN","EG.USE.ELEC.KH.PC",2011,3895.213
"6670","Hungary","HUN","AG.LND.FRST.ZS",2011,22.65105
"6671","Hungary","HUN","EG.USE.COMM.FO.ZS",2011,73.3366
"6672","Hungary","HUN","NY.GDP.PCAP.CD",2011,14032.77
"6673","Hungary","HUN","NY.GDP.PCAP.KD.ZG",2011,2.046251
"6674","Hungary","HUN","NY.GDP.MKTP.PP.CD",2011,2.25393e+11
"6675","Hungary","HUN","SI.POV.GINI",2011,28.94
"6676","Hungary","HUN","FP.CPI.TOTL.ZG",2011,3.957267
"6677","Hungary","HUN","VC.IHR.PSRC.P5",2011,1.743056
"6678","Hungary","HUN","ST.INT.DPRT",2011,16634000
"6679","Hungary","HUN","IT.NET.USER.P2",2011,68.01999
"6680","Hungary","HUN","SP.DYN.LE00.IN",2011,74.85854
"6681","Hungary","HUN","MS.MIL.XPND.GD.ZS",2011,1.051997
"6682","Hungary","HUN","IT.CEL.SETS.P2",2011,116.9435
"6683","Hungary","HUN","SP.DYN.IMRT.IN",2011,5.5
"6684","Hungary","HUN","SH.DTH.MORT",2011,616
"6685","Hungary","HUN","EN.POP.DNST",2011,110.1483
"6686","Hungary","HUN","SP.POP.TOTL",2011,9971727
"6687","Hungary","HUN","SG.GEN.PARL.ZS",2011,8.8
"6688","Hungary","HUN","EG.FEC.RNEW.ZS",2011,9.642453
"6689","Hungary","HUN","SL.UEM.NEET.ZS",2011,13.21
"6690","Hungary","HUN","SL.EMP.WORK.ZS",2011,87.9
"6691","Iceland","ISL","EN.ATM.CO2E.PC",2011,5.896829
"6692","Iceland","ISL","GC.XPN.COMP.ZS",2011,23.35678
"6693","Iceland","ISL","EG.USE.ELEC.KH.PC",2011,52373.88
"6694","Iceland","ISL","AG.LND.FRST.ZS",2011,0.4389027
"6695","Iceland","ISL","EG.USE.COMM.FO.ZS",2011,16.16663
"6696","Iceland","ISL","NY.GDP.PCAP.CD",2011,45970.89
"6697","Iceland","ISL","NY.GDP.PCAP.KD.ZG",2011,1.677055
"6698","Iceland","ISL","NY.GDP.MKTP.PP.CD",2011,12619535282
"6699","Iceland","ISL","SI.POV.GINI",2011,27.03
"6700","Iceland","ISL","FP.CPI.TOTL.ZG",2011,3.990413
"6701","Iceland","ISL","VC.IHR.PSRC.P5",2011,0.9364897
"6702","Iceland","ISL","ST.INT.DPRT",2011,341000
"6703","Iceland","ISL","IT.NET.USER.P2",2011,94.81969
"6704","Iceland","ISL","SP.DYN.LE00.IN",2011,82.35854
"6705","Iceland","ISL","MS.MIL.XPND.GD.ZS",2011,0.1329603
"6706","Iceland","ISL","IT.CEL.SETS.P2",2011,106.8414
"6707","Iceland","ISL","SP.DYN.IMRT.IN",2011,1.8
"6708","Iceland","ISL","SH.DTH.MORT",2011,11
"6709","Iceland","ISL","EN.POP.DNST",2011,3.182185
"6710","Iceland","ISL","SP.POP.TOTL",2011,319014
"6711","Iceland","ISL","SG.GEN.PARL.ZS",2011,39.7
"6712","Iceland","ISL","EG.FEC.RNEW.ZS",2011,77.26751
"6713","Iceland","ISL","SL.UEM.NEET.ZS",2011,6.69
"6714","Iceland","ISL","SL.EMP.WORK.ZS",2011,86.9
"6715","India","IND","SE.ADT.LITR.ZS",2011,69.30256
"6716","India","IND","EN.ATM.CO2E.PC",2011,1.662873
"6717","India","IND","GC.XPN.COMP.ZS",2011,8.881369
"6718","India","IND","SN.ITK.DFCT",2011,112
"6719","India","IND","EG.USE.ELEC.KH.PC",2011,698.4334
"6720","India","IND","AG.LND.FRST.ZS",2011,23.53311
"6721","India","IND","EG.USE.COMM.FO.ZS",2011,72.7531
"6722","India","IND","NY.GDP.PCAP.CD",2011,1471.658
"6723","India","IND","NY.GDP.PCAP.KD.ZG",2011,5.231136
"6724","India","IND","NY.GDP.MKTP.PP.CD",2011,5.845362e+12
"6725","India","IND","FP.CPI.TOTL.ZG",2011,8.857845
"6726","India","IND","VC.IHR.PSRC.P5",2011,3.574476
"6727","India","IND","ST.INT.DPRT",2011,13994000
"6728","India","IND","IT.NET.USER.P2",2011,10.07
"6729","India","IND","SP.DYN.LE00.IN",2011,66.90417
"6730","India","IND","MS.MIL.XPND.GD.ZS",2011,2.622772
"6731","India","IND","IT.CEL.SETS.P2",2011,73.19804
"6732","India","IND","SP.DYN.IMRT.IN",2011,44.4
"6733","India","IND","SH.DTH.MORT",2011,1505869
"6734","India","IND","EN.POP.DNST",2011,419.5648
"6735","India","IND","SP.POP.TOTL",2011,1247446011
"6736","India","IND","SG.GEN.PARL.ZS",2011,11
"6737","India","IND","EG.FEC.RNEW.ZS",2011,39.85413
"6738","India","IND","SE.ADT.1524.LT.ZS",2011,86.14488
"6739","Indonesia","IDN","SE.ADT.LITR.ZS",2011,92.8119
"6740","Indonesia","IDN","EN.ATM.CO2E.PC",2011,2.303781
"6741","Indonesia","IDN","SN.ITK.DFCT",2011,94
"6742","Indonesia","IDN","EG.USE.ELEC.KH.PC",2011,681.1208
"6743","Indonesia","IDN","AG.LND.FRST.ZS",2011,51.74937
"6744","Indonesia","IDN","EG.USE.COMM.FO.ZS",2011,65.42544
"6745","Indonesia","IDN","NY.GDP.PCAP.CD",2011,3647.627
"6746","Indonesia","IDN","NY.GDP.PCAP.KD.ZG",2011,4.784104
"6747","Indonesia","IDN","NY.GDP.MKTP.PP.CD",2011,2.171519e+12
"6748","Indonesia","IDN","FP.CPI.TOTL.ZG",2011,5.3575
"6749","Indonesia","IDN","VC.IHR.PSRC.P5",2011,0.6018525
"6750","Indonesia","IDN","ST.INT.DPRT",2011,6750000
"6751","Indonesia","IDN","IT.NET.USER.P2",2011,12.28
"6752","Indonesia","IDN","SP.DYN.LE00.IN",2011,68.33439
"6753","Indonesia","IDN","MS.MIL.XPND.GD.ZS",2011,0.6537767
"6754","Indonesia","IDN","IT.CEL.SETS.P2",2011,102.4626
"6755","Indonesia","IDN","SP.DYN.IMRT.IN",2011,26.3
"6756","Indonesia","IDN","SH.DTH.MORT",2011,152172
"6757","Indonesia","IDN","EN.POP.DNST",2011,135.136
"6758","Indonesia","IDN","SP.POP.TOTL",2011,244808254
"6759","Indonesia","IDN","SG.GEN.PARL.ZS",2011,18.2
"6760","Indonesia","IDN","EG.FEC.RNEW.ZS",2011,38.4508
"6761","Indonesia","IDN","SL.EMP.WORK.ZS",2011,39.4
"6762","Indonesia","IDN","SE.ADT.1524.LT.ZS",2011,98.778
"6763","Iran","IRN","EN.ATM.CO2E.PC",2011,7.802145
"6764","Iran","IRN","SN.ITK.DFCT",2011,47
"6765","Iran","IRN","EG.USE.ELEC.KH.PC",2011,2661.911
"6766","Iran","IRN","AG.LND.FRST.ZS",2011,6.565337
"6767","Iran","IRN","EG.USE.COMM.FO.ZS",2011,99.42835
"6768","Iran","IRN","NY.GDP.PCAP.CD",2011,7874.485
"6769","Iran","IRN","NY.GDP.PCAP.KD.ZG",2011,2.465039
"6770","Iran","IRN","NY.GDP.MKTP.PP.CD",2011,1.349502e+12
"6771","Iran","IRN","FP.CPI.TOTL.ZG",2011,20.62833
"6772","Iran","IRN","IT.NET.USER.P2",2011,19
"6773","Iran","IRN","SP.DYN.LE00.IN",2011,74.41259
"6774","Iran","IRN","MS.MIL.XPND.GD.ZS",2011,2.411612
"6775","Iran","IRN","IT.CEL.SETS.P2",2011,74.30366
"6776","Iran","IRN","SP.DYN.IMRT.IN",2011,15.7
"6777","Iran","IRN","SH.DTH.MORT",2011,25681
"6778","Iran","IRN","EN.POP.DNST",2011,46.16642
"6779","Iran","IRN","SP.POP.TOTL",2011,75184322
"6780","Iran","IRN","SG.GEN.PARL.ZS",2011,2.8
"6781","Iran","IRN","EG.FEC.RNEW.ZS",2011,0.9115694
"6782","Iran","IRN","SP.UWT.TFRT",2011,5.69
"6783","Iraq","IRQ","SL.FAM.0714.ZS",2011,81.15
"6784","Iraq","IRQ","EN.ATM.CO2E.PC",2011,4.201635
"6785","Iraq","IRQ","SN.ITK.DFCT",2011,203
"6786","Iraq","IRQ","EG.USE.ELEC.KH.PC",2011,1340.702
"6787","Iraq","IRQ","IC.FRM.FEMM.ZS",2011,2.4
